,Datetime,Text,hashtags,city,tokenized_tweets,date
1499,2020-04-16 23:26:06+00:00,"Caralho, sdds de vcs eu fui pro cs dpois pras drogas dpois cs dnovo e dpois gta rp, ta eu e o mayco",,"Richmond, VA","['Caralho', ',', 'sdds', 'de', 'vcs', 'eu', 'fui', 'pro', 'cs', 'dpois', 'pras', 'drogas', 'dpois', 'cs', 'dnovo', 'e', 'dpois', 'gta', 'rp', ',', 'ta', 'eu', 'e', 'o', 'mayco']",2020-04-16
1500,2020-04-15 23:59:54+00:00,"Thank you, sorry you’ve haven’t been able to sleep as well.",,"Richmond, VA","['Thank', 'you', ',', 'sorry', 'you', '’', 've', 'haven', '’', 't', 'been', 'able', 'to', 'sleep', 'as', 'well', '.']",2020-04-15
1501,2020-04-15 23:59:31+00:00,i loaded up mw2 and my friend messaged me this and i—,,"Richmond, VA","['i', 'loaded', 'up', 'mw2', 'and', 'my', 'friend', 'messaged', 'me', 'this', 'and', 'i—']",2020-04-15
1502,2020-04-15 23:59:29+00:00,Just posted a photo @Tier 7 Eatery https://www.instagram.com/p/B_BVTV8Arxq/?igshid=14gr8wchubb8v,,"Richmond, VA","['Just', 'posted', 'a', 'photo', '@', 'Tier', '7', 'Eatery', 'https', ':', '//www.instagram.com/p/B_BVTV8Arxq/', '?', 'igshid=14gr8wchubb8v']",2020-04-15
1503,2020-04-15 23:59:24+00:00,Happy 9th birthday to a project that help shaped my life! #ZeroHeroes @XtotheV,#ZeroHeroes,"Richmond, VA","['Happy', '9th', 'birthday', 'to', 'a', 'project', 'that', 'help', 'shaped', 'my', 'life', '!', '#', 'ZeroHeroes', '@', 'XtotheV']",2020-04-15
1504,2020-04-15 23:58:34+00:00,"Okay, will fix it.",,"Richmond, VA","['Okay', ',', 'will', 'fix', 'it', '.']",2020-04-15
1505,2020-04-15 23:56:56+00:00,$cocosdreamworld,,"Richmond, VA","['$', 'cocosdreamworld']",2020-04-15
1506,2020-04-15 23:56:54+00:00,Kid took to much tabs boy damn near killed him self,,"Richmond, VA","['Kid', 'took', 'to', 'much', 'tabs', 'boy', 'damn', 'near', 'killed', 'him', 'self']",2020-04-15
1507,2020-04-15 23:56:02+00:00,Well yeah... Or at DNC Headquarters.,,"Richmond, VA","['Well', 'yeah', '...', 'Or', 'at', 'DNC', 'Headquarters', '.']",2020-04-15
1508,2020-04-15 23:54:38+00:00,This woman makes Satanists look normal.,,"Richmond, VA","['This', 'woman', 'makes', 'Satanists', 'look', 'normal', '.']",2020-04-15
1509,2020-04-15 23:54:21+00:00,Louis Vuitton and Chanel already did. They’re gonna follow suit eventually.,,"Richmond, VA","['Louis', 'Vuitton', 'and', 'Chanel', 'already', 'did', '.', 'They', '’', 're', 'gon', 'na', 'follow', 'suit', 'eventually', '.']",2020-04-15
1510,2020-04-15 23:54:16+00:00,"like so, like that",,"Richmond, VA","['like', 'so', ',', 'like', 'that']",2020-04-15
1511,2020-04-15 23:53:15+00:00,The time to buy is now! ,,"Richmond, VA","['The', 'time', 'to', 'buy', 'is', 'now', '!']",2020-04-15
1512,2020-04-15 23:53:02+00:00,You go in at 9...do your stuff...leave at 5...job over. Nah. I’m always on call.,,"Richmond, VA","['You', 'go', 'in', 'at', '9', '...', 'do', 'your', 'stuff', '...', 'leave', 'at', '5', '...', 'job', 'over', '.', 'Nah', '.', 'I', '’', 'm', 'always', 'on', 'call', '.']",2020-04-15
1513,2020-04-15 23:52:57+00:00,He seems nice.,,"Richmond, VA","['He', 'seems', 'nice', '.']",2020-04-15
1514,2020-04-15 23:51:52+00:00,Ain’t no “on/off” switch to creativity. It comes when it comes...you have to be ready & able to transfer your art to canvas when that happens. Most will never understand that type of relationship with their craft.,,"Richmond, VA","['Ain', '’', 't', 'no', '“', 'on/off', '”', 'switch', 'to', 'creativity', '.', 'It', 'comes', 'when', 'it', 'comes', '...', 'you', 'have', 'to', 'be', 'ready', '&', 'able', 'to', 'transfer', 'your', 'art', 'to', 'canvas', 'when', 'that', 'happens', '.', 'Most', 'will', 'never', 'understand', 'that', 'type', 'of', 'relationship', 'with', 'their', 'craft', '.']",2020-04-15
1515,2020-04-15 23:51:11+00:00,"The Capital of #Virginia - Richmond is such an interesting and eclectic city to explore. Situated between Washington and Durham, #RVA is located on the infamous I-95 corridor which means the city is able to take… https://www.instagram.com/p/B_BUWUUpJJR/?igshid=1u42bns431o7o",#Virginia #RVA,"Richmond, VA","['The', 'Capital', 'of', '#', 'Virginia', '-', 'Richmond', 'is', 'such', 'an', 'interesting', 'and', 'eclectic', 'city', 'to', 'explore', '.', 'Situated', 'between', 'Washington', 'and', 'Durham', ',', '#', 'RVA', 'is', 'located', 'on', 'the', 'infamous', 'I-95', 'corridor', 'which', 'means', 'the', 'city', 'is', 'able', 'to', 'take…', 'https', ':', '//www.instagram.com/p/B_BUWUUpJJR/', '?', 'igshid=1u42bns431o7o']",2020-04-15
1516,2020-04-15 23:51:02+00:00,"Roasted Lemon Pepper chicken leg quarters. Made a dill & lemon brown butter sauce. Simple side of peas and rice. #diningHall #QuarentineCooking @Richmond, Virginia https://www.instagram.com/p/B_BUVNIljA7/?igshid=v7w9k2kodglx",#diningHall #QuarentineCooking,"Richmond, VA","['Roasted', 'Lemon', 'Pepper', 'chicken', 'leg', 'quarters', '.', 'Made', 'a', 'dill', '&', 'lemon', 'brown', 'butter', 'sauce', '.', 'Simple', 'side', 'of', 'peas', 'and', 'rice', '.', '#', 'diningHall', '#', 'QuarentineCooking', '@', 'Richmond', ',', 'Virginia', 'https', ':', '//www.instagram.com/p/B_BUVNIljA7/', '?', 'igshid=v7w9k2kodglx']",2020-04-15
1517,2020-04-15 23:50:55+00:00,"You just talking cause to hear yourself honestly, it was a knee (PCL sprain) injury in college not even an ankle takin bout other fan bases w/ incorrect facts please stop. This my current favorite player Ik my facts ",,"Richmond, VA","['You', 'just', 'talking', 'cause', 'to', 'hear', 'yourself', 'honestly', ',', 'it', 'was', 'a', 'knee', '(', 'PCL', 'sprain', ')', 'injury', 'in', 'college', 'not', 'even', 'an', 'ankle', 'takin', 'bout', 'other', 'fan', 'bases', 'w/', 'incorrect', 'facts', 'please', 'stop', '.', 'This', 'my', 'current', 'favorite', 'player', 'Ik', 'my', 'facts']",2020-04-15
1518,2020-04-15 23:50:31+00:00,Lol been watching Money Heist and it really took me like 3 episodes to realize it’s voiced over in English. Thought Netflix was lagging ,,"Richmond, VA","['Lol', 'been', 'watching', 'Money', 'Heist', 'and', 'it', 'really', 'took', 'me', 'like', '3', 'episodes', 'to', 'realize', 'it', '’', 's', 'voiced', 'over', 'in', 'English', '.', 'Thought', 'Netflix', 'was', 'lagging']",2020-04-15
1519,2020-04-15 23:50:02+00:00,@PainterNetto Terrific artwork. Keep up your wonderful art.,,"Richmond, VA","['@', 'PainterNetto', 'Terrific', 'artwork', '.', 'Keep', 'up', 'your', 'wonderful', 'art', '.']",2020-04-15
1520,2020-04-15 23:49:02+00:00,I am introducing @HAMjr88 to #BigLittleLies and I wonder when he will realize how often I quote Renata “NOT Not-Rich” Klein.,#BigLittleLies,"Richmond, VA","['I', 'am', 'introducing', '@', 'HAMjr88', 'to', '#', 'BigLittleLies', 'and', 'I', 'wonder', 'when', 'he', 'will', 'realize', 'how', 'often', 'I', 'quote', 'Renata', '“', 'NOT', 'Not-Rich', '”', 'Klein', '.']",2020-04-15
1521,2020-04-15 23:48:40+00:00,Nigga stop don’t talk about a team if you don’t know the facts. He was 5th on depth chart in camp Danario got hurt in TC so he went to 4th first game didn’t play was healthy just didn’t play second game Malcolm broke his neck and they put him in and he finished the season ,,"Richmond, VA","['Nigga', 'stop', 'don', '’', 't', 'talk', 'about', 'a', 'team', 'if', 'you', 'don', '’', 't', 'know', 'the', 'facts', '.', 'He', 'was', '5th', 'on', 'depth', 'chart', 'in', 'camp', 'Danario', 'got', 'hurt', 'in', 'TC', 'so', 'he', 'went', 'to', '4th', 'first', 'game', 'didn', '’', 't', 'play', 'was', 'healthy', 'just', 'didn', '’', 't', 'play', 'second', 'game', 'Malcolm', 'broke', 'his', 'neck', 'and', 'they', 'put', 'him', 'in', 'and', 'he', 'finished', 'the', 'season']",2020-04-15
1522,2020-04-15 23:48:31+00:00,The Evolution of Henry Coleman - @hencoleman3 Coming soon. #TheHoopImageWay ,#TheHoopImageWay,"Richmond, VA","['The', 'Evolution', 'of', 'Henry', 'Coleman', '-', '@', 'hencoleman3', 'Coming', 'soon', '.', '#', 'TheHoopImageWay']",2020-04-15
1523,2020-04-15 23:47:46+00:00,Governor Northam,,"Richmond, VA","['Governor', 'Northam']",2020-04-15
1524,2020-04-15 23:47:29+00:00,oomf thought this was real ,,"Richmond, VA","['oomf', 'thought', 'this', 'was', 'real']",2020-04-15
1525,2020-04-15 23:47:28+00:00,@ValentineWarner recipe says serves 2 but I ain't sharing!,,"Richmond, VA","['@', 'ValentineWarner', 'recipe', 'says', 'serves', '2', 'but', 'I', 'ai', ""n't"", 'sharing', '!']",2020-04-15
1526,2020-04-15 23:47:04+00:00,Hard,,"Richmond, VA",['Hard'],2020-04-15
1527,2020-04-15 23:46:39+00:00,y’all go all the way to the living room?,,"Richmond, VA","['y', '’', 'all', 'go', 'all', 'the', 'way', 'to', 'the', 'living', 'room', '?']",2020-04-15
1528,2020-04-15 23:45:19+00:00,“Don’t be afraid of gulags. Gulags are good.”,,"Richmond, VA","['“', 'Don', '’', 't', 'be', 'afraid', 'of', 'gulags', '.', 'Gulags', 'are', 'good', '.', '”']",2020-04-15
1529,2020-04-15 23:45:15+00:00,"Yeah this is not a great picture, took it after it cooled down, but it tasted great.",,"Richmond, VA","['Yeah', 'this', 'is', 'not', 'a', 'great', 'picture', ',', 'took', 'it', 'after', 'it', 'cooled', 'down', ',', 'but', 'it', 'tasted', 'great', '.']",2020-04-15
1530,2020-04-15 23:44:49+00:00,"My new Garmin step counter is so great and I love it so! This new one gives me weather and phone text messages. @Richmond, Virginia https://www.instagram.com/p/B_BTnypHLQ9/?igshid=1nh99xoacy5f0",,"Richmond, VA","['My', 'new', 'Garmin', 'step', 'counter', 'is', 'so', 'great', 'and', 'I', 'love', 'it', 'so', '!', 'This', 'new', 'one', 'gives', 'me', 'weather', 'and', 'phone', 'text', 'messages', '.', '@', 'Richmond', ',', 'Virginia', 'https', ':', '//www.instagram.com/p/B_BTnypHLQ9/', '?', 'igshid=1nh99xoacy5f0']",2020-04-15
1531,2020-04-15 23:44:45+00:00,Let’s go. I’m in.,,"Richmond, VA","['Let', '’', 's', 'go', '.', 'I', '’', 'm', 'in', '.']",2020-04-15
1532,2020-04-15 23:44:43+00:00,But Ima wear one since I GOT TO ...just to get some raw paper nshit. Y’all killing me. Like I really do hate it here for real.,,"Richmond, VA","['But', 'Ima', 'wear', 'one', 'since', 'I', 'GOT', 'TO', '...', 'just', 'to', 'get', 'some', 'raw', 'paper', 'nshit', '.', 'Y', '’', 'all', 'killing', 'me', '.', 'Like', 'I', 'really', 'do', 'hate', 'it', 'here', 'for', 'real', '.']",2020-04-15
1533,2020-04-15 23:44:30+00:00,New season of The Walking Dead looks wild!,,"Richmond, VA","['New', 'season', 'of', 'The', 'Walking', 'Dead', 'looks', 'wild', '!']",2020-04-15
1534,2020-04-15 23:44:04+00:00,Nose ring,,"Richmond, VA","['Nose', 'ring']",2020-04-15
1535,2020-04-15 23:43:26+00:00,Ima say it: Y’all look stupid in these masks yo.,,"Richmond, VA","['Ima', 'say', 'it', ':', 'Y', '’', 'all', 'look', 'stupid', 'in', 'these', 'masks', 'yo', '.']",2020-04-15
1536,2020-04-15 23:43:22+00:00,Stupid Asf,,"Richmond, VA","['Stupid', 'Asf']",2020-04-15
1537,2020-04-15 23:43:06+00:00,"As ugly as they are, that’s what I would pick",,"Richmond, VA","['As', 'ugly', 'as', 'they', 'are', ',', 'that', '’', 's', 'what', 'I', 'would', 'pick']",2020-04-15
1538,2020-04-15 23:42:37+00:00,No Golf bitches had me weak tbh ,,"Richmond, VA","['No', 'Golf', 'bitches', 'had', 'me', 'weak', 'tbh']",2020-04-15
1539,2020-04-15 23:42:30+00:00,She got that mouth somewhere...,,"Richmond, VA","['She', 'got', 'that', 'mouth', 'somewhere', '...']",2020-04-15
1540,2020-04-15 23:41:37+00:00,Red,,"Richmond, VA",['Red'],2020-04-15
1541,2020-04-15 23:40:19+00:00,First book was “7 spiritual laws of success” I loved it ! 2nd book is “Black Man White Coat”,,"Richmond, VA","['First', 'book', 'was', '“', '7', 'spiritual', 'laws', 'of', 'success', '”', 'I', 'loved', 'it', '!', '2nd', 'book', 'is', '“', 'Black', 'Man', 'White', 'Coat', '”']",2020-04-15
1542,2020-04-15 23:40:11+00:00,"Since college bro...every time I leave RVA & come back, I see it differently. It’s just honestly isn’t what I thought it was BEFORE I left (more). ",,"Richmond, VA","['Since', 'college', 'bro', '...', 'every', 'time', 'I', 'leave', 'RVA', '&', 'come', 'back', ',', 'I', 'see', 'it', 'differently', '.', 'It', '’', 's', 'just', 'honestly', 'isn', '’', 't', 'what', 'I', 'thought', 'it', 'was', 'BEFORE', 'I', 'left', '(', 'more', ')', '.']",2020-04-15
1543,2020-04-15 23:39:41+00:00,She good shes white no one is going to shoot first ina white person,,"Richmond, VA","['She', 'good', 'shes', 'white', 'no', 'one', 'is', 'going', 'to', 'shoot', 'first', 'ina', 'white', 'person']",2020-04-15
1544,2020-04-15 23:39:21+00:00,"We can probably fit about 30,000 cars in downtown Richmond one day.",,"Richmond, VA","['We', 'can', 'probably', 'fit', 'about', '30,000', 'cars', 'in', 'downtown', 'Richmond', 'one', 'day', '.']",2020-04-15
1545,2020-04-15 23:38:29+00:00,No.,,"Richmond, VA","['No', '.']",2020-04-15
1546,2020-04-15 23:38:28+00:00,"Just posted a photo @Richmond, Virginia https://www.instagram.com/p/B_BS5abgv3c/?igshid=re43p4634tsr",,"Richmond, VA","['Just', 'posted', 'a', 'photo', '@', 'Richmond', ',', 'Virginia', 'https', ':', '//www.instagram.com/p/B_BS5abgv3c/', '?', 'igshid=re43p4634tsr']",2020-04-15
1547,2020-04-15 23:38:03+00:00,I’ll wait for the world part,,"Richmond, VA","['I', '’', 'll', 'wait', 'for', 'the', 'world', 'part']",2020-04-15
1548,2020-04-15 23:37:11+00:00,"I love you, quaranqueen",,"Richmond, VA","['I', 'love', 'you', ',', 'quaranqueen']",2020-04-15
1549,2020-04-15 23:37:10+00:00,Fairly accurate cross.,,"Richmond, VA","['Fairly', 'accurate', 'cross', '.']",2020-04-15
1550,2020-04-15 23:36:49+00:00,شيء خيالي ,,"Richmond, VA","['شيء', 'خيالي']",2020-04-15
1551,2020-04-15 23:36:41+00:00,I love geeks. I hate this MF!!,,"Richmond, VA","['I', 'love', 'geeks', '.', 'I', 'hate', 'this', 'MF', '!', '!']",2020-04-15
1552,2020-04-15 23:36:00+00:00,Caviar on caviar? Respeckt.,,"Richmond, VA","['Caviar', 'on', 'caviar', '?', 'Respeckt', '.']",2020-04-15
1553,2020-04-15 23:33:33+00:00,"It’s #cobblersmate. #flanders or #parisroubaix? Ciara was tuning up her skills today on the #Richmond2015 course @Libby Hill, Richmond https://www.instagram.com/p/B_BSVMTlE2z/?igshid=1q4ehnmo01oe8",#cobblersmate #flanders #parisroubaix #Richmond2015,"Richmond, VA","['It', '’', 's', '#', 'cobblersmate', '.', '#', 'flanders', 'or', '#', 'parisroubaix', '?', 'Ciara', 'was', 'tuning', 'up', 'her', 'skills', 'today', 'on', 'the', '#', 'Richmond2015', 'course', '@', 'Libby', 'Hill', ',', 'Richmond', 'https', ':', '//www.instagram.com/p/B_BSVMTlE2z/', '?', 'igshid=1q4ehnmo01oe8']",2020-04-15
1554,2020-04-15 23:32:53+00:00,"Want to work at CVS Health? We're hiring in #Richmond, VA! Click for details: https://bit.ly/2RDST24 #Retail",#Richmond #Retail,"Richmond, VA","['Want', 'to', 'work', 'at', 'CVS', 'Health', '?', 'We', ""'re"", 'hiring', 'in', '#', 'Richmond', ',', 'VA', '!', 'Click', 'for', 'details', ':', 'https', ':', '//bit.ly/2RDST24', '#', 'Retail']",2020-04-15
1555,2020-04-15 23:32:27+00:00,Fingers gotta be extra long to trash your emails now,,"Richmond, VA","['Fingers', 'got', 'ta', 'be', 'extra', 'long', 'to', 'trash', 'your', 'emails', 'now']",2020-04-15
1556,2020-04-15 23:32:25+00:00,such a good ep - 11pm records represent ,,"Richmond, VA","['such', 'a', 'good', 'ep', '-', '11pm', 'records', 'represent']",2020-04-15
1557,2020-04-15 23:31:48+00:00,I’m all about it! Seriously I think it looks so cool but I haven’t dyed my hair in like 10 years so it comes in different if you’ve been dying it prior,,"Richmond, VA","['I', '’', 'm', 'all', 'about', 'it', '!', 'Seriously', 'I', 'think', 'it', 'looks', 'so', 'cool', 'but', 'I', 'haven', '’', 't', 'dyed', 'my', 'hair', 'in', 'like', '10', 'years', 'so', 'it', 'comes', 'in', 'different', 'if', 'you', '’', 've', 'been', 'dying', 'it', 'prior']",2020-04-15
1558,2020-04-15 23:31:42+00:00,Make that move!! This 2021 class elevating with y’all @Dematrius09 and @LatrellNeville7,,"Richmond, VA","['Make', 'that', 'move', '!', '!', 'This', '2021', 'class', 'elevating', 'with', 'y', '’', 'all', '@', 'Dematrius09', 'and', '@', 'LatrellNeville7']",2020-04-15
1559,2020-04-15 23:31:34+00:00,"@johncrewsbass Wanna get some quivers!! If I order, will they come from Salem?",,"Richmond, VA","['@', 'johncrewsbass', 'Wan', 'na', 'get', 'some', 'quivers', '!', '!', 'If', 'I', 'order', ',', 'will', 'they', 'come', 'from', 'Salem', '?']",2020-04-15
1560,2020-04-15 23:30:35+00:00,RT ,,"Richmond, VA",['RT'],2020-04-15
1561,2020-04-15 23:30:24+00:00,"COVID-19 UPDATE - EXPO NEW DATE SHARE SIGN UP ATTEND We are having our Fall Annual Black Business Expo here in Richmond, Va Nov 27th, 2020 9am to 3pm if you are interested link is… https://www.instagram.com/p/B_BR95opfp5/?igshid=7mu09g3bequ4",,"Richmond, VA","['COVID-19', 'UPDATE', '-', 'EXPO', 'NEW', 'DATE', 'SHARE', 'SIGN', 'UP', 'ATTEND', 'We', 'are', 'having', 'our', 'Fall', 'Annual', 'Black', 'Business', 'Expo', 'here', 'in', 'Richmond', ',', 'Va', 'Nov', '27th', ',', '2020', '9am', 'to', '3pm', 'if', 'you', 'are', 'interested', 'link', 'is…', 'https', ':', '//www.instagram.com/p/B_BR95opfp5/', '?', 'igshid=7mu09g3bequ4']",2020-04-15
1562,2020-04-15 23:30:18+00:00,I got a root touch up kit today from my salon. This is the longest I’ve ever let it go. Horrendous.,,"Richmond, VA","['I', 'got', 'a', 'root', 'touch', 'up', 'kit', 'today', 'from', 'my', 'salon', '.', 'This', 'is', 'the', 'longest', 'I', '’', 've', 'ever', 'let', 'it', 'go', '.', 'Horrendous', '.']",2020-04-15
1563,2020-04-15 23:29:50+00:00,Document SECURITY!!!!,,"Richmond, VA","['Document', 'SECURITY', '!', '!', '!', '!']",2020-04-15
1564,2020-04-15 23:29:31+00:00,I’m mad the trash can in the email all the way to the left now ,,"Richmond, VA","['I', '’', 'm', 'mad', 'the', 'trash', 'can', 'in', 'the', 'email', 'all', 'the', 'way', 'to', 'the', 'left', 'now']",2020-04-15
1565,2020-04-15 23:29:21+00:00,Uhhh i just turned 42. Im not trying to embrace grays,,"Richmond, VA","['Uhhh', 'i', 'just', 'turned', '42', '.', 'Im', 'not', 'trying', 'to', 'embrace', 'grays']",2020-04-15
1566,2020-04-15 23:29:15+00:00,he’ll always be felonious to me. toll booth bob is the worst.,,"Richmond, VA","['he', '’', 'll', 'always', 'be', 'felonious', 'to', 'me', '.', 'toll', 'booth', 'bob', 'is', 'the', 'worst', '.']",2020-04-15
1567,2020-04-15 23:29:10+00:00,Email?,,"Richmond, VA","['Email', '?']",2020-04-15
1568,2020-04-15 23:29:02+00:00,What was that meeting about,,"Richmond, VA","['What', 'was', 'that', 'meeting', 'about']",2020-04-15
1569,2020-04-15 23:27:26+00:00,Looks like me at a buffet!! ,,"Richmond, VA","['Looks', 'like', 'me', 'at', 'a', 'buffet', '!', '!']",2020-04-15
1570,2020-04-15 23:27:01+00:00,felonious gov,,"Richmond, VA","['felonious', 'gov']",2020-04-15
1571,2020-04-15 23:26:43+00:00,bow down! my queen has arrived!!!,,"Richmond, VA","['bow', 'down', '!', 'my', 'queen', 'has', 'arrived', '!', '!', '!']",2020-04-15
1572,2020-04-15 23:26:05+00:00, ,,"Richmond, VA",[],2020-04-15
1573,2020-04-15 23:25:24+00:00,Got final 5 in Warzone solos Missed the pic though,,"Richmond, VA","['Got', 'final', '5', 'in', 'Warzone', 'solos', 'Missed', 'the', 'pic', 'though']",2020-04-15
1574,2020-04-15 23:23:57+00:00,nascar aloe - that’s it that’s the tweet,,"Richmond, VA","['nascar', 'aloe', '-', 'that', '’', 's', 'it', 'that', '’', 's', 'the', 'tweet']",2020-04-15
1575,2020-04-15 23:23:46+00:00,Burn this heretic!,,"Richmond, VA","['Burn', 'this', 'heretic', '!']",2020-04-15
1576,2020-04-15 23:23:18+00:00,Because he’s blonde sweetie!!!,,"Richmond, VA","['Because', 'he', '’', 's', 'blonde', 'sweetie', '!', '!', '!']",2020-04-15
1577,2020-04-15 23:22:37+00:00,Does flu come back every year?,,"Richmond, VA","['Does', 'flu', 'come', 'back', 'every', 'year', '?']",2020-04-15
1578,2020-04-15 23:22:19+00:00, . The real question is did he record this with BIG DADDYS PHONE!?,,"Richmond, VA","['.', 'The', 'real', 'question', 'is', 'did', 'he', 'record', 'this', 'with', 'BIG', 'DADDYS', 'PHONE', '!', '?']",2020-04-15
1579,2020-04-15 23:21:57+00:00,Does it matter?,,"Richmond, VA","['Does', 'it', 'matter', '?']",2020-04-15
1580,2020-04-15 23:21:17+00:00,hmm,,"Richmond, VA",['hmm'],2020-04-15
1581,2020-04-15 23:19:26+00:00,Quarantine chili/soup/goulash also know as clean out the pantry. But this turned out great and is a keeper.,,"Richmond, VA","['Quarantine', 'chili/soup/goulash', 'also', 'know', 'as', 'clean', 'out', 'the', 'pantry', '.', 'But', 'this', 'turned', 'out', 'great', 'and', 'is', 'a', 'keeper', '.']",2020-04-15
1582,2020-04-15 23:18:52+00:00,Glad I don't have to mow your yard.,,"Richmond, VA","['Glad', 'I', 'do', ""n't"", 'have', 'to', 'mow', 'your', 'yard', '.']",2020-04-15
1583,2020-04-15 23:17:41+00:00,"Yeah, it’s a mess trying to figure it out.",,"Richmond, VA","['Yeah', ',', 'it', '’', 's', 'a', 'mess', 'trying', 'to', 'figure', 'it', 'out', '.']",2020-04-15
1584,2020-04-15 23:17:20+00:00,Finally getting to watch the new #BargainMansions hey Ward is lookin good in that beard! @hgtv,#BargainMansions,"Richmond, VA","['Finally', 'getting', 'to', 'watch', 'the', 'new', '#', 'BargainMansions', 'hey', 'Ward', 'is', 'lookin', 'good', 'in', 'that', 'beard', '!', '@', 'hgtv']",2020-04-15
1585,2020-04-15 23:17:18+00:00, ,,"Richmond, VA",[],2020-04-15
1586,2020-04-15 23:17:17+00:00,Gotta look on Groupon,,"Richmond, VA","['Got', 'ta', 'look', 'on', 'Groupon']",2020-04-15
1587,2020-04-15 23:16:42+00:00,She is nobody.,,"Richmond, VA","['She', 'is', 'nobody', '.']",2020-04-15
1588,2020-04-15 23:16:21+00:00, ,,"Richmond, VA",[],2020-04-15
1589,2020-04-15 23:16:11+00:00,تم بناء هذا المستشفى في الصين لمكافحة COVID-19: يحتوي على أكثر من 1500 سرير ويتسع لـ 2000 من الطاقم الطبي في مبنيين منفصلين على مساحة 75000 متر مربع. بدأ البناء في 26 يناير ، وتم الانتهاء من جناح العزل الأول في 1 فبراير ، وقبل المستشفى أول المرضى والموظفين بعد أسبوع واحد فقط.,,"Richmond, VA","['تم', 'بناء', 'هذا', 'المستشفى', 'في', 'الصين', 'لمكافحة', 'COVID-19', ':', 'يحتوي', 'على', 'أكثر', 'من', '1500', 'سرير', 'ويتسع', 'لـ', '2000', 'من', 'الطاقم', 'الطبي', 'في', 'مبنيين', 'منفصلين', 'على', 'مساحة', '75000', 'متر', 'مربع', '.', 'بدأ', 'البناء', 'في', '26', 'يناير', '،', 'وتم', 'الانتهاء', 'من', 'جناح', 'العزل', 'الأول', 'في', '1', 'فبراير', '،', 'وقبل', 'المستشفى', 'أول', 'المرضى', 'والموظفين', 'بعد', 'أسبوع', 'واحد', 'فقط', '.']",2020-04-15
1590,2020-04-15 23:15:39+00:00,"Now she saying eat eat & Siri like, I’m not sure this is hilarious",,"Richmond, VA","['Now', 'she', 'saying', 'eat', 'eat', '&', 'Siri', 'like', ',', 'I', '’', 'm', 'not', 'sure', 'this', 'is', 'hilarious']",2020-04-15
1591,2020-04-15 23:15:27+00:00,Rest In power! ,,"Richmond, VA","['Rest', 'In', 'power', '!']",2020-04-15
1592,2020-04-15 23:15:20+00:00,But like. You are a dad. Soo.,,"Richmond, VA","['But', 'like', '.', 'You', 'are', 'a', 'dad', '.', 'Soo', '.']",2020-04-15
1593,2020-04-15 23:15:14+00:00,Laylani talking to Siri .. I hear Siri say .. that’s what I thought ,,"Richmond, VA","['Laylani', 'talking', 'to', 'Siri', '..', 'I', 'hear', 'Siri', 'say', '..', 'that', '’', 's', 'what', 'I', 'thought']",2020-04-15
1594,2020-04-15 23:15:06+00:00,No. Go to Gates' house and be a pincushion!,,"Richmond, VA","['No', '.', 'Go', 'to', 'Gates', ""'"", 'house', 'and', 'be', 'a', 'pincushion', '!']",2020-04-15
1595,2020-04-15 23:14:51+00:00,That's 1 death in every 36 seconds. #AmericaFirst #CoronavirusUSA #coronavirus #COVID19 #StayHome,#AmericaFirst #CoronavirusUSA #coronavirus #COVID19 #StayHome #StayHome,"Richmond, VA","['That', ""'s"", '1', 'death', 'in', 'every', '36', 'seconds', '.', '#', 'AmericaFirst', '#', 'CoronavirusUSA', '#', 'coronavirus', '#', 'COVID19', '#', 'StayHome']",2020-04-15
1596,2020-04-15 23:14:03+00:00," Mi~ SALE $225 60”wide, 20”deep, 36”tall ToNiGHT ONLY ENDS 10p 4/15 Call To Purchase 804 564-6717 • Gracie’s is offering Curbside~No contact pick up by appointment, or Fridays 11-1 Private viewing/… https://www.instagram.com/p/B_BQGcdFFY3/?igshid=18m2f7t8pb1c7",,"Richmond, VA","['Mi~', 'SALE', '$', '225', '60', '”', 'wide', ',', '20', '”', 'deep', ',', '36', '”', 'tall', 'ToNiGHT', 'ONLY', 'ENDS', '10p', '4/15', 'Call', 'To', 'Purchase', '804', '564-6717', '•', 'Gracie', '’', 's', 'is', 'offering', 'Curbside~No', 'contact', 'pick', 'up', 'by', 'appointment', ',', 'or', 'Fridays', '11-1', 'Private', 'viewing/…', 'https', ':', '//www.instagram.com/p/B_BQGcdFFY3/', '?', 'igshid=18m2f7t8pb1c7']",2020-04-15
1597,2020-04-15 23:13:58+00:00,Like Planned Effing Parenthood.,,"Richmond, VA","['Like', 'Planned', 'Effing', 'Parenthood', '.']",2020-04-15
1598,2020-04-15 23:13:24+00:00,Teams or solo?,,"Richmond, VA","['Teams', 'or', 'solo', '?']",2020-04-15
1599,2020-04-15 23:12:10+00:00,Congress is not Parliament and the President is not a King.,,"Richmond, VA","['Congress', 'is', 'not', 'Parliament', 'and', 'the', 'President', 'is', 'not', 'a', 'King', '.']",2020-04-15
1600,2020-04-14 23:59:38+00:00,People,,"Richmond, VA",['People'],2020-04-14
1601,2020-04-14 23:59:32+00:00,Billie Eilish one of the only white oriole I fw fr,,"Richmond, VA","['Billie', 'Eilish', 'one', 'of', 'the', 'only', 'white', 'oriole', 'I', 'fw', 'fr']",2020-04-14
1602,2020-04-14 23:59:30+00:00,GBA FUCK YEAH,,"Richmond, VA","['GBA', 'FUCK', 'YEAH']",2020-04-14
